start_time,end_time,max_pct_change,mean_pct_change,std_eda_original,duration,label
25.52970933914185,29.40994668006897,0.0145985401459853,0.0046413990912502,8.763816929824994,23,0
29.5210030078888,33.41899371147156,0.0124223602484472,0.0033712288965106,6.46410205555384,19,0
61.21430492401123,65.12483525276184,0.0185185185185186,0.0043497491699876,9.291711222153722,19,0
69.62618446350098,73.53286862373352,0.0434782608695651,0.0023968121271177,6.885696806628978,27,0
74.82132315635681,78.71524238586426,0.009478672985782,0.0040509186517743,9.767948633813576,31,0
78.51573991775513,82.4248673915863,0.0115830115830115,0.0012142910093882,5.324772777143183,15,0
132.30460500717163,136.19905972480774,0.0088888888888889,0.0015345370019751,4.098076471862229,13,0
139.70021772384644,143.60560274124146,0.0084745762711864,0.000949296758602,3.352763880893738,10,0
146.72112822532654,150.60403323173523,0.0280373831775699,0.006861695905469,23.492497438489504,21,0
226.62167286872864,230.50344944000244,0.0179640718562874,0.0081049130106741,19.86103968668049,35,0
270.0319504737854,273.9073877334595,0.0177514792899409,0.0030313521691764,6.920751033796467,16,0
283.1301779747009,287.00743341445923,0.0234741784037557,0.0106563143604017,27.52983230364229,34,0
286.82291293144226,290.7259609699249,0.0193798449612403,0.0044559447759143,13.62981272328402,18,0
299.91348481178284,303.8201975822449,0.0129449838187702,0.0026669451022066,12.383586117446155,20,0
0.063767671585083,2.932441711425781,0.0769230769230768,0.0004120879120879,0.3616202853397894,3,0
5.128816366195679,9.016661882400513,0.0769230769230768,0.0020604395604395,0.3349320635285418,2,0
25.93278956413269,29.82357096672058,0.0714285714285714,0.0029761904761904,0.5063696835418333,11,0
30.12948179244995,34.023181676864624,0.0714285714285714,0.0020238095238095,0.2207214278631522,3,0
55.22666811943054,59.13131856918335,0.0666666666666666,0.0017708333333333,0.483045891539648,2,0
60.12207531929016,64.02426743507385,0.0666666666666666,0.0002083333333333,0.2207214278631522,2,0
64.31909394264221,68.22653794288635,0.0666666666666666,0.0018749999999999,0.4229020617662603,3,0
74.02817058563232,77.93213772773743,1.7142857142857144,0.0285041341097842,2.7507574714370344,5,0
78.1243543624878,81.12714457511902,0.0588235294117647,0.0003162555344718,0.4751909633114913,3,0
3.9945766925811768,7.895239353179932,0.0444444444444445,0.015808247083885,41.46137374497513,38,0
12.778974294662476,16.70191216468811,0.0251256281407035,0.005669246783359,12.890440703810771,27,0
18.814985036849976,22.738646030426025,0.2338983050847458,0.002112911991438,21.15836198885164,13,0
23.10820174217224,26.994852781295776,0.0105633802816902,0.0014831974566103,4.405998242489494,18,0
9.325603008270264,13.225683450698853,0.0070422535211267,-0.0010728266331981,7.231519328251276,7,0
14.015941858291626,17.93837332725525,0.0073260073260073,0.0003709141470366,4.011521867360028,15,0
18.73556327819824,22.619977235794067,0.007168458781362,0.0008041205754989,3.220128998849389,14,0
34.027483224868774,37.91866731643677,0.0071174377224199,-0.000719373439722,5.96523045313208,9,0
43.82971096038818,47.724557876586914,0.0076923076923076,0.001858172634963,5.6421036266035856,18,0
54.73710775375366,58.63206958770752,0.0115384615384614,0.0009654093999362,6.35186223450681,12,0
75.42354655265808,79.12880659103394,0.0081632653061225,-0.000103578346508,3.175407815342953,8,0
1.2539966106414795,5.166858911514282,0.0107142857142856,0.0001876808135451,6.087187047713102,12,0
17.56959843635559,21.45609879493713,0.0071174377224199,9.651760395316676e-05,6.0357375858405415,10,0
23.46489119529724,27.352723598480225,0.0103092783505154,0.0028887996436628,10.1279000278616,27,0
35.0664746761322,38.951012134552,0.0130718954248365,0.0026132319112519,6.277963086290051,21,0
38.7631676197052,42.66216421127319,0.009493670886076,-0.0022222929150856,13.51672752839692,5,0
43.16915822029114,47.06458258628845,0.0068728522336769,0.0002644762316358,5.281802334188198,16,0
57.57675290107727,61.45827794075012,0.0105633802816902,0.0009801319244231,5.696996509632881,14,0
68.16587448120117,72.06584525108337,0.0073800738007379,0.0009158395254742,4.892105099820762,17,0
75.47280430793762,79.356369972229,0.0110294117647058,0.0004773067736621,6.545256650077567,13,0
83.05686044692993,86.96564173698425,0.0074906367041198,0.0027761441247408,7.949157349310841,24,0
94.7584946155548,98.65081906318665,0.0138888888888888,0.0034793497881861,8.197521514113824,21,0
98.44391298294067,102.36369967460632,0.0135593220338983,-0.0015757152419012,12.793001893062373,8,0
103.6505208015442,107.54382586479188,0.0102739726027396,-0.0002555057722332,7.1968208793349,12,0
107.44829726219176,110.24887371063232,0.0105263157894737,0.0018130219331334,6.43248375751081,12,0
0.6797075271606445,4.175293445587158,0.0091743119266054,0.0005467304542129,6.539034665680735,17,0
